Date, PE , PB , VNINDEX 
6/27/2022,12.8668,2.0533,1202.82
6/28/2022,13.0304,2.0795,1218.10
6/29/2022,13.0304,2.0796,1218.09
6/30/2022,12.8091,2.0444,1197.60
7/1/2022,12.8228,2.0464,1198.90
7/4/2022,12.7868,2.0406,1195.53
7/5/2022,12.6346,2.0164,1181.29
7/6/2022,12.2965,1.9625,1149.61
7/7/2022,12.4774,1.9914,1166.48
7/8/2022,12.5291,1.9995,1171.31
7/11/2022,12.3578,1.9721,1155.29
7/12/2022,12.5667,2.0072,1174.82
7/13/2022,12.5587,2.0057,1173.92
7/14/2022,12.6542,2.0243,1182.17
7/15/2022,12.616,2.0168,1179.25
7/18/2022,12.5949,2.0139,1176.49
7/19/2022,12.5833,2.0159,1178.33
7/20/2022,12.7335,2.0426,1194.14
7/21/2022,12.7212,2.0403,1198.47
7/22/2022,12.6526,2.0263,1194.76
7/25/2022,12.6045,2.0144,1188.50
7/26/2022,12.4534,2.0024,1185.07
7/27/2022,12.5285,2.0118,1191.04
7/28/2022,12.9536,2.0362,1208.12
7/29/2022,12.8323,2.0185,1206.33
8/1/2022,13.0052,2.0484,1231.35
8/2/2022,13.1591,2.0614,1241.62
8/3/2022,13.2497,2.0689,1249.76
8/4/2022,13.2955,2.0754,1254.15
8/5/2022,13.2943,2.0728,1252.74
8/8/2022,13.3369,2.0794,1256.75
8/9/2022,13.3596,2.0829,1258.85
8/10/2022,13.3353,2.0792,1256.50
8/11/2022,13.2893,2.0718,1252.07
8/12/2022,13.3906,2.0875,1262.33
8/15/2022,13.529,2.1091,1274.20
8/16/2022,13.5334,2.11,1274.69
8/17/2022,13.5394,2.111,1275.28
8/18/2022,13.5247,2.1087,1273.66
8/19/2022,13.4774,2.1013,1269.18
8/22/2022,13.3865,2.087,1260.43
8/23/2022,13.4963,2.1041,1270.81
8/24/2022,13.5632,2.1144,1277.16
8/25/2022,13.6877,2.1339,1288.88
8/26/2022,13.6211,2.1236,1282.57
8/29/2022,13.5004,2.1036,1270.80
8/30/2022,13.6658,2.1197,1279.39
8/31/2022,13.6705,2.1216,1280.51
9/5/2022,13.6455,2.1159,1277.35
9/6/2022,13.6472,2.1167,1277.40
9/7/2022,13.2846,2.0602,1243.17
9/8/2022,13.1921,2.0459,1234.60
9/9/2022,13.3434,2.0694,1248.78
9/12/2022,13.356,2.0708,1249.62
9/13/2022,13.3429,2.0689,1248.40
9/14/2022,13.2616,2.0562,1240.77
9/15/2022,13.3139,2.0642,1245.66
9/16/2022,13.19,2.0449,1234.03
9/19/2022,12.8845,1.9976,1205.43
9/20/2022,13.0288,2.0198,1218.93
9/21/2022,12.9392,2.0059,1210.55
9/22/2022,12.9835,2.0127,1214.70
9/23/2022,12.8635,1.994,1203.28
9/26/2022,12.5541,1.9462,1174.35
9/27/2022,12.4706,1.9333,1166.54
9/28/2022,12.2146,1.8933,1143.62
9/29/2022,12.0257,1.8644,1126.07
9/30/2022,12.092,1.8748,1132.11
10/3/2022,11.6039,1.799,1086.44
10/4/2022,11.5149,1.7852,1078.14
10/5/2022,11.7941,1.8285,1104.26
10/6/2022,11.4761,1.7793,1074.52
10/7/2022,11.062,1.715,1035.91
10/10/2022,11.1557,1.7297,1042.48
10/11/2022,10.7674,1.6693,1006.20
10/12/2022,11.0736,1.7169,1034.81
10/13/2022,11.2466,1.7437,1050.99
10/14/2022,11.3583,1.7618,1061.85
10/17/2022,11.2482,1.7446,1051.58
10/18/2022,11.3747,1.7647,1063.66
10/19/2022,11.3091,1.7579,1060.07
10/20/2022,11.2278,1.751,1058.45
10/21/2022,10.7804,1.6787,1019.82
10/24/2022,10.3369,1.6171,986.15
10/25/2022,10.4441,1.6352,997.7
10/26/2022,10.3584,1.6257,993.36
10/27/2022,10.5859,1.6714,1028.01
10/28/2022,10.4976,1.6675,1027.36
10/31/2022,10.7725,1.6515,1027.94
11/1/2022,10.7768,1.6611,1033.75
11/2/2022,10.6619,1.6441,1023.19
11/3/2022,10.6261,1.6387,1019.81
11/4/2022,10.3908,1.6023,997.15
11/7/2022,10.1619,1.5669,975.19
11/8/2022,10.2293,1.5773,981.65
11/9/2022,10.2705,1.5836,985.59
11/10/2022,9.8708,1.5218,947.24
11/11/2022,9.9469,1.5337,954.53
11/14/2022,9.8062,1.5122,941.04
11/15/2022,9.5025,1.4653,911.9
11/16/2022,9.8255,1.5153,942.9
11/17/2022,10.1001,1.5579,969.26
11/18/2022,10.1009,1.558,969.33
11/21/2022,10.0097,1.5438,960.65
11/22/2022,9.9208,1.5302,952.12
11/23/2022,9.8571,1.5204,946
11/24/2022,9.8749,1.5233,947.71
11/25/2022,10.1223,1.5614,971.46
11/28/2022,10.4795,1.6166,1005.69
11/29/2022,10.7553,1.6592,1032.16
11/30/2022,10.9246,1.6854,1048.42
12/1/2022,10.7962,1.6659,1036.28
12/2/2022,11.2515,1.736,1080.01
12/5/2022,11.3943,1.7582,1093.67
12/6/2022,10.9259,1.6861,1048.69
12/7/2022,10.8467,1.6738,1041.02
12/8/2022,10.9455,1.6891,1050.53
12/9/2022,10.9584,1.6912,1051.81
12/12/2022,10.753,1.6596,1032.07
12/13/2022,10.9078,1.6834,1047.45
12/14/2022,10.939,1.6883,1050.43
12/15/2022,10.99,1.6963,1055.32
12/16/2022,10.9602,1.6917,1052.48
12/19/2022,10.8138,1.6693,1038.40
12/20/2022,10.6548,1.6444,1023.13
12/21/2022,10.6108,1.6379,1018.88
12/22/2022,10.6497,1.644,1022.61
12/23/2022,10.6261,1.6404,1020.34
12/26/2022,10.2604,1.5838,985.21
12/27/2022,10.462,1.6148,1004.57
12/28/2022,10.5775,1.6326,1015.66
12/29/2022,10.511,1.6224,1009.29
12/30/2022,10.488,1.619,1007.09
1/3/2023,10.8709,1.6779,1043.90
1/4/2023,10.8962,1.6819,1046.35
1/5/2023,10.9949,1.6972,1055.82
1/6/2023,10.9493,1.6902,1051.44
1/9/2023,10.9712,1.6936,1054.21
1/10/2023,10.9622,1.6922,1053.35
1/11/2023,10.9874,1.6961,1055.76
1/12/2023,10.9938,1.6972,1056.39
1/13/2023,11.0332,1.7033,1060.17
1/16/2023,11.1243,1.9187,1066.68
1/17/2023,11.3599,1.9558,1088.29
1/18/2023,11.4818,1.9723,1098.28
1/19/2023,11.6037,1.9742,1108.08
1/27/2023,11.8685,1.9647,1117.10
1/30/2023,11.7587,1.9323,1102.57
1/31/2023,12.0862,1.7669,1111.18
2/1/2023,11.9035,1.7013,1075.97
2/2/2023,12.0249,1.706,1077.59
2/3/2023,12.0319,1.704,1077.15
2/6/2023,12.2005,1.7181,1089.29
2/7/2023,11.9438,1.6811,1065.84
2/8/2023,12.0161,1.691,1072.22
2/9/2023,11.9253,1.6781,1064.03
2/10/2023,11.8363,1.6632,1055.30
2/13/2023,11.7459,1.6462,1043.70
2/14/2023,11.6889,1.6383,1038.64
2/15/2023,11.7975,1.6535,1048.20
2/16/2023,11.9111,1.6694,1058.29
2/17/2023,11.9287,1.6711,1059.31
2/20/2023,12.1646,1.7194,1086.69
2/21/2023,12.1147,1.7125,1082.23
2/22/2023,11.8019,1.6683,1054.28
2/23/2023,11.7948,1.6671,1053.66
2/24/2023,11.6369,1.6449,1039.56
2/27/2023,11.4319,1.6158,1021.25
2/28/2023,11.4691,1.6212,1024.68
3/1/2023,11.6474,1.6463,1040.55
3/2/2023,11.6145,1.6418,1037.61
3/3/2023,11.4714,1.6214,1024.77
3/6/2023,11.4973,1.6251,1027.18
3/7/2023,11.6171,1.642,1037.84
3/8/2023,11.7404,1.6597,1049.18
3/9/2023,11.8168,1.6706,1055.95
3/10/2023,11.7827,1.6659,1053.00
3/13/2023,11.7813,1.6656,1052.80
3/14/2023,11.6394,1.6456,1040.13
3/15/2023,11.8808,1.6804,1062.19
3/16/2023,11.7153,1.6569,1047.40
3/17/2023,11.6901,1.6533,1045.14
3/20/2023,11.4439,1.6186,1023.10
3/21/2023,11.545,1.6332,1032.43
3/22/2023,11.6357,1.646,1040.54
3/23/2023,11.6804,1.653,1045.10
3/24/2023,11.6932,1.6554,1046.79
3/27/2023,11.7542,1.664,1052.25
3/28/2023,11.7812,1.6674,1054.29
3/29/2023,11.8052,1.6705,1056.33
3/30/2023,11.8389,1.6755,1059.44
3/31/2023,11.9034,1.6837,1064.64
4/3/2023,12.0623,1.7074,1079.28
4/4/2023,12.0727,1.7069,1078.45
4/5/2023,12.1018,1.7107,1080.86
4/6/2023,11.9901,1.695,1070.91
4/7/2023,11.9771,1.6931,1069.71
4/10/2023,11.9296,1.6864,1065.35
4/11/2023,11.9787,1.6924,1069.46
4/12/2023,11.9787,1.6925,1069.45
4/13/2023,11.9213,1.6843,1064.30
4/14/2023,11.7936,1.6663,1052.89
4/17/2023,11.8065,1.6672,1053.81
4/18/2023,11.8254,1.6623,1055.02
4/19/2023,11.7546,1.6597,1048.98
4/20/2023,11.7749,1.6561,1049.25
4/21/2023,11.755,1.6465,1042.91
4/24/2023,11.5269,1.6351,1041.36
4/25/2023,11.5083,1.6236,1034.85
4/26/2023,11.6744,1.6399,1040.80
4/27/2023,11.6694,1.6372,1039.63
4/28/2023,12.0855,1.6342,1049.12
5/4/2023,12.2628,1.5973,1040.61
5/5/2023,12.3162,1.5965,1040.31
5/8/2023,12.4865,1.6167,1053.44
5/9/2023,12.4925,1.6174,1053.77
5/10/2023,12.547,1.6242,1058.26
5/11/2023,12.5334,1.6224,1057.12
5/12/2023,12.645,1.6377,1066.90
5/15/2023,12.6312,1.6359,1065.71
5/16/2023,12.6335,1.6362,1065.91
5/17/2023,12.5687,1.6278,1060.44
5/18/2023,12.662,1.6398,1068.31
5/19/2023,12.6473,1.6379,1067.07
5/22/2023,12.6897,1.6434,1070.64
5/23/2023,12.6328,1.636,1065.85
5/24/2023,12.5847,1.6298,1061.79
5/25/2023,12.6184,1.6341,1064.63
5/26/2023,12.6081,1.6327,1063.76
5/29/2023,12.7411,1.6499,1074.98
5/30/2023,12.7775,1.6546,1078.05
5/31/2023,12.7432,1.6503,1075.17
6/1/2023,12.7813,1.655,1078.39
6/2/2023,12.9289,1.6743,1090.84
6/5/2023,13.0117,1.685,1097.82
6/6/2023,13.136,1.7011,1108.31
6/7/2023,13.1506,1.703,1109.54
6/8/2023,13.0531,1.6903,1101.32
6/9/2023,12.8863,1.6752,1107.53
6/12/2023,13.2274,1.7128,1116.02
6/13/2023,13.3038,1.7226,1122.46
6/14/2023,13.2438,1.715,1117.42
6/15/2023,13.2387,1.7143,1116.97
6/16/2023,13.218,1.7116,1115.22
6/19/2023,13.1017,1.6966,1105.40
6/20/2023,13.1766,1.7063,1111.72
6/21/2023,13.2514,1.7168,1118.46
6/22/2023,13.3327,1.7274,1125.30
6/23/2023,13.3811,1.7337,1129.38
6/26/2023,13.4125,1.7378,1132.03
6/27/2023,13.4417,1.7416,1134.33
6/28/2023,13.4893,1.7477,1138.35
6/29/2023,13.3337,1.7283,1125.39
6/30/2023,13.272,1.7203,1120.18
7/3/2023,13.3347,1.7283,1125.50
7/4/2023,13.4102,1.738,1132.00
7/5/2023,13.4412,1.742,1134.62
7/6/2023,13.3422,1.7292,1126.22
7/7/2023,13.4671,1.7474,1138.07
7/10/2023,13.5967,1.7642,1149.02
7/11/2023,13.6297,1.7686,1151.77
7/12/2023,13.6581,1.7722,1154.20
7/13/2023,13.7928,1.7924,1165.42
7/14/2023,13.8291,1.7962,1168.40
7/17/2023,13.8846,1.8045,1173.13
7/18/2023,13.8926,1.8064,1174.09
7/19/2023,13.8733,1.8038,1172.98
7/20/2023,13.8746,1.8039,1172.81
7/21/2023,14.0862,1.8243,1185.90
7/24/2023,14.1429,1.8316,1190.72
7/25/2023,14.2607,1.8366,1195.90
7/26/2023,14.3651,1.8443,1200.84
7/27/2023,14.3532,1.8385,1197.33
7/28/2023,14.1408,1.8438,1207.67
7/31/2023,14.59,1.8406,1222.90
8/1/2023,14.4283,1.8311,1217.56
8/2/2023,14.4597,1.8353,1220.43
8/3/2023,14.3346,1.8211,1210.95
8/4/2023,14.5125,1.8438,1225.98
8/7/2023,14.6948,1.867,1241.42
8/8/2023,14.7577,1.8728,1242.23
8/9/2023,14.6598,1.8604,1233.99
8/10/2023,14.5008,1.8402,1220.61
8/11/2023,14.6423,1.8577,1232.21
8/14/2023,14.6952,1.8646,1236.84
8/15/2023,14.6643,1.8603,1234.05
8/16/2023,14.7748,1.8741,1243.26
8/17/2023,14.6586,1.8594,1233.48
8/18/2023,13.9993,1.7757,1177.99
8/21/2023,14.0204,1.7784,1179.76
8/22/2023,14.0327,1.7812,1180.49
8/23/2023,13.9397,1.7693,1172.56
8/24/2023,14.1398,1.7951,1189.39
8/25/2023,14.0709,1.786,1183.37
8/28/2023,14.3046,1.8139,1201.72
8/29/2023,14.3376,1.8181,1204.43
8/30/2023,14.4763,1.8324,1213.16
8/31/2023,14.5999,1.8517,1224.05
9/5/2023,14.7301,1.8682,1234.98
9/6/2023,14.8664,1.8822,1245.50
9/7/2023,14.8386,1.8787,1243.14
9/8/2023,14.8188,1.8761,1241.48
9/11/2023,14.6056,1.849,1223.63
9/12/2023,14.866,1.882,1245.44
9/13/2023,14.784,1.8716,1238.39
9/14/2023,14.6101,1.8496,1223.81
9/15/2023,14.6523,1.8549,1227.36
9/18/2023,14.4666,1.8314,1211.81
9/19/2023,14.4626,1.8306,1211.50
9/20/2023,14.6371,1.853,1226.11
9/21/2023,14.4888,1.8343,1212.74
9/22/2023,14.2535,1.8045,1193.05
9/25/2023,13.7774,1.7444,1153.20
9/26/2023,13.5953,1.7213,1137.96
9/27/2023,13.7852,1.7453,1153.85
9/28/2023,13.7683,1.7431,1152.43
9/29/2023,13.7888,1.7458,1154.15
10/2/2023,13.802,1.7474,1155.25
10/3/2023,13.3581,1.6913,1118.10
10/4/2023,13.4863,1.7075,1128.67
10/5/2023,13.3099,1.6852,1113.89
10/6/2023,13.4849,1.7073,1128.54
10/9/2023,13.5904,1.7206,1137.36
10/10/2023,13.666,1.7302,1143.69
10/11/2023,13.7511,1.7409,1150.81
10/12/2023,13.761,1.7421,1151.61
10/13/2023,13.2753,1.6909,1154.73
10/16/2023,13.641,1.7247,1141.42
10/17/2023,13.4634,1.6957,1121.65
10/18/2023,13.2539,1.6683,1103.40
10/19/2023,13.0535,1.644,1087.85
10/20/2023,13.3122,1.6738,1108.03
10/23/2023,13.2562,1.6588,1093.53
10/24/2023,13.4564,1.6745,1105.90
10/25/2023,13.6176,1.6522,1101.66
10/26/2023,13.0486,1.5829,1055.45
10/27/2023,13.1237,1.5901,1060.62
10/30/2023,12.7483,1.5507,1042.40
10/31/2023,12.6572,1.5239,1028.19
11/1/2023,12.7925,1.5413,1039.66
11/2/2023,13.235,1.5943,1075.47
11/3/2023,13.2491,1.5961,1076.78
11/6/2023,13.4136,1.6155,1089.66
11/7/2023,13.2996,1.6017,1080.29
11/8/2023,13.7075,1.6508,1113.43
11/9/2023,13.7119,1.6514,1113.89
11/10/2023,13.7119,1.6514,1101.68
11/13/2023,13.5422,1.6309,1100.07
11/14/2023,13.662,1.6454,1109.73
11/15/2023,13.8197,1.6643,1122.50
11/16/2023,13.8677,1.6685,1125.53
11/17/2023,13.5672,1.6325,1101.19
11/20/2023,13.5981,1.6362,1103.66
11/21/2023,13.6821,1.6462,1110.46
11/22/2023,13.7232,1.6511,1113.82
11/23/2023,13.411,1.6136,1088.49
11/24/2023,13.504,1.6247,1095.61
11/27/2023,13.4137,1.6135,1088.06
11/28/2023,13.5071,1.6247,1095.43
11/29/2023,13.5972,1.6356,1102.80
11/30/2023,13.4909,1.6228,1094.13
12/1/2023,13.593,1.635,1102.16
12/4/2023,13.8203,1.6622,1120.49
12/5/2023,13.7636,1.6553,1115.97
12/6/2023,13.8886,1.6707,1126.43
12/7/2023,13.8276,1.6633,1121.49
12/8/2023,13.8661,1.6679,1124.44
12/11/2023,13.8791,1.6694,1125.50
12/12/2023,13.9055,1.6726,1127.63
12/13/2023,13.7399,1.6527,1114.20
12/14/2023,13.6934,1.6471,1110.13
12/15/2023,13.5969,1.6355,1102.30
12/18/2023,13.467,1.62,1091.88
12/19/2023,13.5216,1.6265,1096.30
12/20/2023,13.5795,1.6335,1100.76
12/21/2023,13.6,1.636,1102.43
12/22/2023,13.6077,1.6369,1103.06
12/25/2023,13.7878,1.6585,1117.66
12/26/2023,13.8445,1.6653,1122.25
12/27/2023,13.8425,1.6651,1121.99
12/28/2023,13.9153,1.6735,1128.93
12/29/2023,13.9276,1.6752,1129.93
1/2/2024,13.9572,1.6786,1131.72
1/3/2024,14.1105,1.697,1144.17
1/4/2024,14.1913,1.7068,1150.72
1/5/2024,14.2439,1.7131,1154.68
1/8/2024,14.311,1.7218,1160.19
1/9/2024,14.2913,1.7194,1158.59
1/10/2024,14.3299,1.7237,1161.54
1/11/2024,14.34,1.7249,1162.22
1/12/2024,14.34,1.7249,1154.70
1/15/2024,14.2474,1.8546,1154.12
1/16/2024,14.3561,1.8681,1163.12
1/17/2024,14.3557,1.8685,1162.53
1/18/2024,14.4341,1.8792,1169.06
1/19/2024,14.593,1.8985,1181.50
1/22/2024,14.493,1.8852,1182.86
1/23/2024,14.3839,1.8612,1177.50
1/24/2024,14.3539,1.8466,1172.97
1/25/2024,14.2928,1.8394,1170.37
1/26/2024,14.352,1.8482,1175.67
1/29/2024,14.3394,1.8382,1175.69
1/30/2024,14.2592,1.8189,1179.65
1/31/2024,13.6682,1.6665,1164.31
2/1/2024,13.7084,1.6815,1173.02
2/2/2024,13.7049,1.6807,1172.55
2/5/2024,13.8629,1.6999,1186.06
2/6/2024,13.8912,1.7033,1188.48
2/7/2024,14.0105,1.7178,1198.53
2/15/2024,14.057,1.7235,1202.50
2/16/2024,14.141,1.7337,1209.70
2/19/2024,14.3212,1.7556,1224.97
2/20/2024,14.3807,1.7629,1230.06
2/21/2024,14.3805,1.7629,1230.04
2/22/2024,14.3485,1.7589,1227.31
2/23/2024,14.1708,1.7371,1212.00
2/26/2024,14.3169,1.755,1224.17
2/27/2024,14.4723,1.774,1237.46
2/28/2024,14.6722,1.7984,1254.55
2/29/2024,14.5413,1.7864,1252.73
3/1/2024,14.591,1.7932,1258.28
3/4/2024,14.6279,1.7975,1261.41
3/5/2024,14.7271,1.8098,1269.98
3/6/2024,14.6431,1.7994,1262.73
3/7/2024,14.7098,1.8078,1268.46
3/8/2024,14.5158,1.784,1247.35
3/11/2024,14.3787,1.7671,1235.49
3/12/2024,14.5169,1.7839,1245.00
3/13/2024,14.8163,1.8205,1270.51
3/14/2024,14.7326,1.8114,1264.26
3/15/2024,14.727,1.8106,1263.78
3/18/2024,14.4965,1.7822,1243.56
3/19/2024,14.4844,1.7806,1242.46
3/20/2024,14.6817,1.8059,1260.08
3/21/2024,14.872,1.829,1276.42
3/22/2024,14.9347,1.8365,1281.80
3/25/2024,14.7735,1.8166,1267.86
3/26/2024,14.9721,1.8351,1282.21
3/27/2024,14.9923,1.839,1283.09
3/28/2024,15.0746,1.8492,1290.18
3/29/2024,15.0046,1.8406,1284.09
4/1/2024,15.0404,1.845,1281.52
4/2/2024,15.1399,1.8534,1287.04
4/3/2024,14.9645,1.8311,1271.47
4/4/2024,14.9302,1.8265,1268.25
4/5/2024,14.7761,1.8076,1255.11
4/8/2024,14.7212,1.8008,1250.35
4/9/2024,14.8681,1.8188,1262.82
4/10/2024,14.8135,1.8121,1258.56
4/11/2024,14.8092,1.8116,1258.20
4/12/2024,15.0395,1.8382,1276.60
4/15/2024,14.3369,1.7424,1216.61
4/16/2024,14.3309,1.7375,1215.68
4/17/2024,14.0529,1.7075,1193.01
4/19/2024,13.8317,1.6814,1174.85
4/22/2024,13.9969,1.6975,1190.22
4/23/2024,13.7607,1.6737,1177.40
4/24/2024,14.1137,1.7137,1205.61
4/25/2024,14.0168,1.7096,1204.97
4/26/2024,13.7294,1.7039,1209.52
5/2/2024,14.0388,1.6947,1216.36
5/3/2024,13.8762,1.6982,1221.03
5/6/2024,14.0674,1.726,1241.58
5/7/2024,14.1471,1.7357,1248.63
5/8/2024,14.1679,1.7383,1250.46
5/9/2024,14.1501,1.736,1248.64
5/10/2024,14.0732,1.7323,1244.70
5/13/2024,14.0225,1.726,1240.18
5/14/2024,14.0574,1.7302,1243.28
5/15/2024,14.1856,1.7457,1254.39
5/16/2024,14.348,1.7658,1268.78
5/17/2024,14.3994,1.7721,1273.11
5/20/2024,14.4502,1.7783,1277.58
5/21/2024,14.4451,1.7777,1277.14
5/22/2024,14.3294,1.7635,1266.91
5/23/2024,14.4889,1.783,1281.03
5/24/2024,14.2728,1.7565,1261.93
5/27/2024,14.3378,1.7645,1267.68
5/28/2024,14.4967,1.7841,1281.73
5/29/2024,14.4012,1.7724,1272.64
5/30/2024,14.33,1.7636,1266.32
5/31/2024,14.278,1.7513,1261.72
6/3/2024,14.4745,1.774,1280.00
6/4/2024,14.5142,1.7789,1283.52
6/5/2024,14.5239,1.78,1284.35
6/6/2024,14.5094,1.7782,1283.56
6/7/2024,14.5582,1.7845,1287.58
6/10/2024,14.5932,1.7888,1290.67
6/11/2024,14.522,1.7801,1284.41
6/12/2024,14.7012,1.8021,1300.19
6/13/2024,14.7216,1.8047,1301.51
6/14/2024,14.464,1.7733,1279.91
6/17/2024,14.4061,1.7661,1274.77
6/18/2024,14.4596,1.7726,1279.50
6/19/2024,14.4628,1.773,1279.79
6/20/2024,14.4927,1.7767,1282.30
6/21/2024,14.4901,1.7763,1282.02
6/24/2024,14.1746,1.7377,1254.12
6/25/2024,14.2156,1.7427,1256.56
6/26/2024,14.2685,1.7491,1261.24
6/27/2024,14.244,1.7462,1259.09
6/28/2024,14.0881,1.7269,1245.32
7/1/2024,14.2211,1.7431,1254.56
7/2/2024,14.3937,1.764,1269.79
7/3/2024,14.4737,1.7738,1276.85
7/4/2024,14.5083,1.778,1279.89
7/5/2024,14.544,1.7823,1283.04
7/8/2024,14.5499,1.783,1283.56
7/9/2024,14.6651,1.7971,1293.71
7/10/2024,14.5769,1.7862,1285.94
7/11/2024,14.5527,1.7832,1283.80
7/12/2024,14.518,1.779,1280.75
7/15/2024,14.5019,1.7783,1279.82
7/16/2024,14.5346,1.7772,1281.18
7/17/2024,14.367,1.763,1268.66
7/18/2024,14.4005,1.7698,1274.44
7/19/2024,14.4065,1.7473,1264.78
7/22/2024,14.1771,1.7291,1254.64
7/23/2024,13.8994,1.6972,1231.81
7/24/2024,13.9758,1.7065,1238.47
7/25/2024,13.8906,1.6986,1233.19
7/26/2024,13.9899,1.7076,1242.11
7/29/2024,14.0106,1.713,1246.60
7/30/2024,13.837,1.7015,1245.06
7/31/2024,13.7875,1.6955,1251.51
8/1/2024,13.3597,1.66,1226.96
8/2/2024,13.4749,1.6742,1236.60
8/5/2024,12.9463,1.6086,1188.07
8/6/2024,13.1884,1.6386,1210.28
8/7/2024,13.2495,1.6462,1215.88
8/8/2024,13.167,1.636,1208.32
8/9/2024,13.334,1.6567,1223.64
8/12/2024,13.4064,1.6657,1230.28
8/13/2024,13.4079,1.6658,1230.42
8/14/2024,13.4376,1.6695,1230.36
8/15/2024,13.3638,1.6603,1223.56
8/16/2024,13.6774,1.6992,1252.23
8/19/2024,13.78,1.712,1261.62
8/20/2024,13.8988,1.7267,1272.55
8/21/2024,14.0246,1.7423,1284.05
8/22/2024,14.0108,1.7406,1282.78
8/23/2024,14.0386,1.744,1285.32
8/26/2024,13.9807,1.7368,1280.02
8/27/2024,13.9866,1.7375,1280.56
8/28/2024,13.9954,1.7387,1281.44
8/29/2024,13.9961,1.7388,1281.47
8/30/2024,14.0137,1.7418,1283.87
9/4/2024,13.9274,1.7309,1275.80
9/5/2024,13.8523,1.7206,1268.21
9/6/2024,13.8811,1.7283,1273.96
9/9/2024,13.8239,1.7199,1267.73
9/10/2024,13.6842,1.7031,1255.23
9/11/2024,13.6631,1.7004,1253.27
9/12/2024,13.6966,1.7046,1256.35
9/13/2024,13.6466,1.6983,1251.71
9/16/2024,13.5079,1.6816,1239.26
9/17/2024,13.7229,1.7083,1258.95
9/18/2024,13.7878,1.7164,1264.90
9/19/2024,13.8578,1.7251,1271.27
9/20/2024,13.8664,1.7262,1272.04
9/23/2024,13.8343,1.7222,1268.48
9/24/2024,13.9275,1.7337,1276.99
9/25/2024,14.0421,1.748,1287.48
9/26/2024,14.0852,1.7535,1291.49
9/27/2024,14.08,1.7529,1290.92
9/30/2024,14.0474,1.7489,1287.94
10/1/2024,14.0941,1.7547,1292.20
10/2/2024,14.0475,1.7488,1287.84
10/3/2024,14.2275,1.74,1278.10
10/4/2024,14.1441,1.7297,1270.60
10/7/2024,14.1366,1.7289,1269.93
10/8/2024,14.1595,1.7317,1271.98
10/9/2024,14.2693,1.7452,1281.85
10/10/2024,14.3194,1.7513,1286.36
10/11/2024,14.3416,1.754,1288.39
10/14/2024,14.3202,1.7513,1286.34
10/15/2024,14.235,1.7383,1281.08
10/16/2024,14.2195,1.734,1279.48
10/17/2024,14.2848,1.7449,1286.52
10/18/2024,14.2813,1.7434,1285.46
10/21/2024,14.1725,1.7337,1279.77
10/22/2024,14.0135,1.7169,1269.89
10/23/2024,14.0168,1.7182,1270.90
10/24/2024,13.8528,1.7,1257.41
10/25/2024,13.7924,1.6934,1252.72
10/28/2024,13.7961,1.6955,1254.77
10/29/2024,13.7906,1.6991,1261.78
10/30/2024,13.7137,1.6834,1258.63
10/31/2024,13.361,1.6802,1264.48
11/1/2024,13.1598,1.6675,1254.89
11/4/2024,13.0581,1.654,1244.71
11/5/2024,13.0701,1.6554,1245.76
11/6/2024,13.2329,1.676,1261.28
11/7/2024,13.2213,1.6745,1259.75
11/8/2024,13.1459,1.6649,1252.56
11/11/2024,13.1225,1.6619,1250.32
11/12/2024,13.0648,1.6546,1244.82
11/13/2024,13.0902,1.6579,1246.04
11/14/2024,12.9411,1.639,1231.89
11/15/2024,12.8016,1.6213,1218.57
11/18/2024,12.7867,1.6194,1217.12
11/19/2024,12.6587,1.6036,1205.15
11/20/2024,12.7785,1.6187,1216.54
11/21/2024,12.9023,1.6344,1228.33
11/22/2024,12.8999,1.6341,1228.10
11/25/2024,12.9692,1.6429,1234.70
11/26/2024,13.0471,1.6527,1242.13
11/27/2024,13.0191,1.6491,1241.97
11/28/2024,13.0209,1.6494,1242.11
11/29/2024,13.1088,1.6605,1250.46
12/2/2024,13.1166,1.6615,1251.21
12/3/2024,13.1021,1.6597,1249.83
12/4/2024,13.0048,1.6474,1240.41
12/5/2024,13.2898,1.6835,1267.53
12/6/2024,13.3169,1.6869,1270.14
12/9/2024,13.3562,1.6919,1273.84
12/10/2024,13.338,1.6896,1272.07
12/11/2024,13.3044,1.6854,1268.86
12/12/2024,13.2905,1.6836,1267.35
12/13/2024,13.2404,1.6773,1262.57
12/16/2024,13.2531,1.6789,1263.79
12/17/2024,13.2311,1.6761,1261.72
12/18/2024,13.2764,1.6819,1266.00
12/19/2024,13.1619,1.6673,1254.67
12/20/2024,13.1904,1.6711,1257.50
12/23/2024,13.2465,1.678,1262.76
12/24/2024,13.2214,1.6749,1260.36
12/25/2024,13.3648,1.6931,1274.04
12/26/2024,13.3525,1.6915,1272.87
12/27/2024,13.3765,1.6946,1275.14
12/30/2024,13.3435,1.6904,1272.02
12/31/2024,13.2888,1.6835,1266.78
1/2/2025,13.3197,1.6874,1269.71
1/3/2025,13.161,1.6673,1254.59
1/6/2025,13.0791,1.6569,1246.35
1/7/2025,12.9865,1.6286,1246.95
1/8/2025,13.0289,1.6339,1251.02
1/9/2025,12.9747,1.6272,1245.77
1/10/2025,12.8154,1.6072,1230.48
1/13/2025,12.8691,1.6139,1235.65
1/14/2025,12.8014,1.6054,1229.07
1/15/2025,13.01,1.6294,1236.18
